Profile_ID,Pollutant,Year,1,2,3,4,5,6,7
MISC_ANY,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
AVIA_DOM_TOL,All,0,0.148454656,0.140160796,0.143264188,0.147456489,0.151285821,0.127765376,0.141612675
AVIA_DOM_CRU,All,0,0.148454656,0.140160796,0.143264188,0.147456489,0.151285821,0.127765376,0.141612675
AVIA_INT_TOL,All,0,0.148454656,0.140160796,0.143264188,0.147456489,0.151285821,0.127765376,0.141612675
AVIA_INT_CRU,All,0,0.148454656,0.140160796,0.143264188,0.147456489,0.151285821,0.127765376,0.141612675
RAIL_PAS,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
RAIL_FRE,All,0,0.162339756,0.182257344,0.185838979,0.184172361,0.175982239,0.080288717,0.029120604
OFFR_OTH,All,0,0.145572174,0.143728136,0.144675075,0.145107011,0.150439769,0.134890046,0.13558779
ROAD_CAT_MOT,All,0,0.14203263,0.138003943,0.140546873,0.145289865,0.158318809,0.135746736,0.140061145
ROAD_CAT_RUR,All,0,0.144848866,0.146391635,0.148705788,0.151048512,0.159305183,0.131792469,0.117907548
ROAD_CAT_URB,All,0,0.145416107,0.149987144,0.151701283,0.152815473,0.156415164,0.132702911,0.110961918
ROAD_CAT_ALL,All,0,0.1443756,0.1453756,0.1476042,0.1501471,0.1580331,0.1330038,0.1214606
ROAD_CYC_MOT,All,0,0.142449023,0.141877656,0.143556048,0.150019641,0.159697175,0.127164947,0.13523551
ROAD_CYC_RUR,All,0,0.130214286,0.133607143,0.13475,0.147857143,0.14175,0.144821429,0.167
ROAD_CYC_URB,All,0,0.142831637,0.150258882,0.151937154,0.155579361,0.15200857,0.126477415,0.120906981
ROAD_CYC_ALL,All,0,0.137459376,0.142566337,0.14403057,0.151887433,0.148280419,0.134280919,0.141494947
ROAD_LGV_MOT,All,0,0.156579182,0.155507945,0.158400286,0.162435279,0.160114265,0.105945367,0.101017675
ROAD_LGV_RUR,All,0,0.153340713,0.157054601,0.159447202,0.162304039,0.163732457,0.111452344,0.092668643
ROAD_LGV_URB,All,0,0.15148377,0.157054601,0.159125808,0.160911331,0.162196907,0.118165911,0.091061672
ROAD_LGV_ALL,All,0,0.153395701,0.156716418,0.159144469,0.161858173,0.162465186,0.112583018,0.093837035
ROAD_HGV_MOT,All,0,0.167071255,0.178994717,0.181600743,0.183278595,0.166964158,0.069577324,0.052513209
ROAD_HGV_RUR,All,0,0.167856633,0.17920891,0.182207625,0.183671284,0.171390833,0.068363558,0.047301157
ROAD_HGV_URB,All,0,0.164256899,0.176073685,0.178465603,0.179251009,0.173503267,0.079932884,0.048516654
ROAD_BUS_MOT,All,0,0.167380748,0.165666952,0.170844045,0.171201085,0.17062982,0.086082548,0.068194801
ROAD_BUS_RUR,All,0,0.162304973,0.17369417,0.177157342,0.177193045,0.171623407,0.091113571,0.046913492
ROAD_BUS_URB,All,0,0.156949552,0.164875576,0.167553286,0.168088829,0.163268949,0.119283088,0.05998072
SHIP_FIS,All,0,0.150291765,0.154744461,0.160708977,0.160290069,0.136111916,0.119619603,0.118233208
SHIP_MIL,All,0,0.149935202,0.176023102,0.176280918,0.188150218,0.119515012,0.091702132,0.098393415
SHIP_REC,All,0,0.118847618,0.116096873,0.109054172,0.120078631,0.139034305,0.212247194,0.184641207
SHIP_CTP,All,0,0.135522703,0.139202961,0.145291707,0.148599625,0.146512869,0.145281198,0.139588937
SHIP_MIS,All,0,0.153548304,0.146208188,0.146891238,0.145715286,0.139172568,0.136179967,0.13228445
ENER_ANY,All,0,0.149625063,0.154081118,0.152466299,0.151849056,0.147551169,0.132042322,0.128170801
ENER_BIO,All,0,0.157327849,0.159320745,0.149611862,0.148302265,0.148475117,0.129476388,0.134567612
ENER_COA,All,0,0.156411267,0.162971982,0.164316678,0.164126961,0.149628725,0.111620429,0.106869088
ENER_COA,All,2011,0.14592992,0.157893326,0.161712762,0.161514493,0.15332481,0.132524182,0.103769923
ENER_COA,All,2012,0.153826569,0.151368401,0.152213734,0.1521373,0.149062545,0.127007292,0.128198121
ENER_COA,All,2013,0.143449788,0.16480944,0.149603467,0.149280306,0.147771846,0.133644071,0.127508167
ENER_COA,All,2014,0.144539305,0.151760195,0.16783305,0.152039434,0.148253517,0.128612767,0.122959774
ENER_COA,All,2015,0.146593881,0.14919417,0.15157789,0.170673168,0.14945145,0.125025493,0.123431308
ENER_COA,All,2016,0.162187714,0.170564257,0.169584939,0.166437582,0.151079963,0.101738052,0.092781288
ENER_COA,All,2017,0.160254069,0.17530418,0.170970253,0.159561399,0.146174338,0.094649641,0.110218089
ENER_COA,All,2018,0.17733869,0.15963202,0.155356502,0.182554422,0.152872106,0.097670438,0.090081091
ENER_COA,All,2019,0.174267264,0.187125155,0.202110279,0.183963048,0.148579512,0.060553826,0.059674106
ENER_COG,All,0,0.152533841,0.159057033,0.156561654,0.155908854,0.149629179,0.124148217,0.117969054
ENER_GAS,All,0,0.154505142,0.160144873,0.156924958,0.156278405,0.149405683,0.122441946,0.116109332
ENER_OIL,All,0,0.116384442,0.15926845,0.263929619,0.254985852,0.188455008,0,0.016976629
ENER_OTH,All,0,0.146108769,0.153442661,0.150129615,0.150289678,0.14607723,0.13436543,0.135386653
OFFS_OTH,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
WAST_OTH,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
SOLV_OTH,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
SOLV_IND,All,0,0.173129365,0.173129365,0.173694712,0.173461922,0.173129365,0.088759561,0.04469571
INDU_PRO_GEN,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_GEN,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MIN_GEN,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_PAP,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_FAB,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_IRO,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_MET,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_CHE,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_CAP,All,0,0.152785622,0.154114481,0.154646025,0.153350387,0.153815488,0.11544467,0.115843327
INDU_MAN_PET,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
INDU_EXT_PAG,All,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
AGRI_SPR_FER,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_GRZ_CAT,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_GRZ_MLI,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_GRZ_PIG,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_GRZ_POU,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_GRZ_SHP,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_HOU_CAT,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_HOU_MLI,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_HOU_PIG,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_HOU_POU,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_HOU_SHP,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_STO_CAT,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_STO_MLI,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_STO_PIG,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_STO_POU,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_STO_SHP,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_SPR_NMD,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_YRD_CAT,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_SPR_CAT,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_SPR_OTH,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_SPR_PIG,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_SPR_POU,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_SPR_BIO,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_ENT_ALL,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_EXC_ALL,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
AGRI_BUR_ALL,All,0,0.14297114,0.141607927,0.141607927,0.14297114,0.144467349,0.142040165,0.144334353
