Profile_ID,Pollutant,Year,1,2,3,4,5,6,7,8,9,10,11,12
AGRI_BUR_ALL,All,0,2,2,2,0,0,0,0,0,0,2,2,2
AGRI_ENT_ALL,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_EXC_ALL,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_GRZ_CAT,All,0,0,0,0.54545454,2.181818184,2.181818184,2.181818184,2.181818184,2.181818184,0.54545454,0,0,0
AGRI_GRZ_MLI,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_GRZ_PIG,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_GRZ_POU,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_GRZ_SHP,All,0,1.090909092,1.090909092,0.54545454,0.54545454,1.090909092,1.090909092,1.090909092,1.090909092,1.090909092,1.090909092,1.090909092,1.090909092
AGRI_HOU_CAT,All,0,2.181818184,2.181818184,0.54545454,0,0,0,0,0,0.54545454,2.181818184,2.181818184,2.181818184
AGRI_HOU_MLI,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_HOU_PIG,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_HOU_POU,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_HOU_SHP,All,0,0,0,6,6,0,0,0,0,0,0,0,0
AGRI_SPR_BIO,All,0,0.162438288,0.68524482,0.68524482,0.68524482,0.082650432,0.082650432,0.082650432,3.240801228,4.913465292,1.05473286,0.162438288,0.162438288
AGRI_SPR_CAT,All,0,0.373138704746277,1.86974225173948,1.86974225173948,1.86974225173948,0.797506597595013,0.797506597595013,0.797506597595013,0.928197457856395,1.33871528667743,0.611924593223849,0.373138704746277,0.373138704746277
AGRI_SPR_FER,All,0,0,0.503945808503946,3.31204038331204,4.76247739676248,2.16145983816146,0.655270716655271,0.337090896337091,0.170050692170051,0.0868892400868892,0.0089112960089113,0.00186373200186373,0
AGRI_SPR_NMD,All,0,0.244879115265363,2.06928282579215,2.06928282579215,2.06928282579215,0.489316330532051,0.489316330532051,0.489316330532051,1.42193571173419,1.78565176264304,0.381977710854067,0.244879115265363,0.244879115265363
AGRI_SPR_OTH,All,0,0.290492508290493,1.23075798123076,1.23075798123076,1.23075798123076,0.768480612768481,0.768480612768481,0.768480612768481,1.93782189793782,2.45406979445407,0.738915000738915,0.290492508290493,0.290492508290493
AGRI_SPR_PIG,All,0,0.105315468,1.483654644,1.483654644,1.483654644,0.165381468,0.165381468,0.165381468,3.546549648,2.492569332,0.69782628,0.105315468,0.105315468
AGRI_SPR_POU,All,0,0.0659486279340514,1.19546199480454,1.19546199480454,1.19546199480454,0.345542555654457,0.345542555654457,0.345542555654457,2.87609115312391,3.62144626437855,0.681603047318397,0.0659486279340514,0.0659486279340514
AGRI_STO_CAT,All,0,2.181818184,2.181818184,0.54545454,0,0,0,0,0,0.54545454,2.181818184,2.181818184,2.181818184
AGRI_STO_MLI,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_STO_PIG,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_STO_POU,All,0,1,1,1,1,1,1,1,1,1,1,1,1
AGRI_STO_SHP,All,0,0,0,6,6,0,0,0,0,0,0,0,0
AGRI_YRD_CAT,All,0,2.181818184,2.181818184,0.54545454,0,0,0,0,0,0.54545454,2.181818184,2.181818184,2.181818184
AVIA_DOM_CRU,All,0,0.816965987342152,0.879016141620656,0.942484768812487,1.00410389371968,1.05723515264317,1.09596356404933,1.11492785023314,1.10988567201366,1.08047946672308,1.03029888948864,0.967478243317457,0.901160370036548
AVIA_DOM_TOL,All,0,0.816965987342152,0.879016141620656,0.942484768812487,1.00410389371968,1.05723515264317,1.09596356404933,1.11492785023314,1.10988567201366,1.08047946672308,1.03029888948864,0.967478243317457,0.901160370036548
AVIA_INT_CRU,All,0,0.816965987342152,0.879016141620656,0.942484768812487,1.00410389371968,1.05723515264317,1.09596356404933,1.11492785023314,1.10988567201366,1.08047946672308,1.03029888948864,0.967478243317457,0.901160370036548
AVIA_INT_TOL,All,0,0.816965987342152,0.879016141620656,0.942484768812487,1.00410389371968,1.05723515264317,1.09596356404933,1.11492785023314,1.10988567201366,1.08047946672308,1.03029888948864,0.967478243317457,0.901160370036548
ENER_ANY,All,0,1.18034856443371,1.1636260912371,1.08578052806292,0.964598786803963,0.898698036614367,0.88092420112936,0.858003102094333,0.858501276025758,0.902480728106713,1.00388017424783,1.1028580921982,1.10030041904574
ENER_ANY,All,2011,1.186292194681,1.15782788379455,1.09420811208159,0.946195021025124,0.906804214512033,0.920961390165962,0.864514946882911,0.886311899458154,0.924531793146563,0.970281342480664,1.07759500528497,1.06447619648649
ENER_ANY,All,2012,1.10310712270004,1.21302221184142,1.04973893160326,0.971562626499279,0.955321155973237,0.879341579265095,0.877708532187347,0.863154438756154,0.887069872480498,1.01231090644342,1.08004114092877,1.10762148132147
ENER_ANY,All,2013,1.18083534770032,1.17939018175535,1.14481820471661,1.01354518523317,0.906600108939765,0.876842133187581,0.856165773864471,0.860847449087855,0.886384789731812,0.961211014116335,1.0636805271866,1.06967928448012
ENER_ANY,All,2014,1.16115524738765,1.13639699399154,1.07879049916874,0.971601755517919,0.916353760773494,0.913146798615082,0.876999937615535,0.867912358623882,0.925742130575945,0.996315728010932,1.05596379774276,1.09962099197652
ENER_ANY,All,2015,1.19121446749802,1.20895589704075,1.1034217411936,0.961788976828934,0.896182566046516,0.881906595455682,0.863412497823669,0.857577970994602,0.918356412360764,1.02340524263149,1.06987529623918,1.02390233588679
ENER_ANY,All,2016,1.13048898478205,1.10729543482761,1.08112987847112,0.960045863630218,0.872582694836155,0.869594471101457,0.839958165388357,0.83439748180285,0.906328071995649,1.04751914742396,1.17716039347361,1.17349941226696
ENER_ANY,All,2017,1.28764013723513,1.17282467083046,1.03386168439141,0.902689368869929,0.874976232689147,0.858765734443412,0.81274946296667,0.838287008217331,0.883644457524092,0.997623117708804,1.16613352819101,1.1708045969326
ENER_ANY,All,2018,1.15244676245997,1.19169201020411,1.15893457118876,0.987164246794196,0.860070604069587,0.853096081301068,0.851385279494526,0.857891243888248,0.892689472260573,0.992404970993394,1.10845400697832,1.09377075036725
ENER_ANY,All,2019,1.24892223432409,1.09134115020057,1.01550651239251,0.965009695613928,0.886167082432851,0.859664385084191,0.875283462106777,0.853368827598798,0.896537331184026,1.04971327106648,1.14412583730746,1.1143602106883
ENER_BIO,All,0,0.759999849842502,0.805045289928412,0.847513780151622,0.880641850499748,0.897749834413863,0.897255631344725,0.89775882763386,0.927228886692085,1.00528402921448,1.15152603473451,1.35539042552468,1.57460556001952
ENER_BIO,All,2011,1,1,1,1,1,1,1,1,1,1,1,1
ENER_BIO,All,2012,1,1,1,1,1,1,1,1,1,1,1,1
ENER_BIO,All,2013,1,1,1,1,1,1,1,1,1,1,1,1
ENER_BIO,All,2014,1,1,1,1,1,1,1,1,1,1,1,1
ENER_BIO,All,2015,1,1,1,1,1,1,1,1,1,1,1,1
ENER_BIO,All,2016,1,1,1,1,1,1,1,1,1,1,1,1
ENER_BIO,All,2017,0.00423619525906384,0,0.0284634594726013,0,0.0241424861829001,0.0101861499545272,0,0,0,1.33926501110163,4.23504593135674,6.35866076667254
ENER_BIO,All,2018,0.661258822286644,0.776974397827741,0.87899028522314,0.953616857555029,0.98795129518185,0.993610712908021,1.00568070460242,1.04427782044257,1.10211863079018,1.15968389016664,1.20266297951081,1.23317360350495
ENER_BIO,All,2019,0.955647860535333,0.925164471030413,0.915997494158097,0.937006458516436,0.985225054435897,0.996230148461927,0.95686076472325,0.91567417489917,0.886369766816228,0.961928846905096,1.17339956591648,1.39049539360168
ENER_COA,All,0,1.40782076776046,1.44787243119657,1.31669790817168,0.95818989939019,0.746598434848159,0.689770547333367,0.602054711702924,0.659984184384368,0.807238297832518,0.991576333632652,1.19648989985924,1.17570658388787
ENER_COA,All,2011,1.34605151074538,1.33557403558118,1.24494121464933,0.729858239570804,0.614769542742459,0.773769239425081,0.615561741742743,0.692103354753748,0.787356000487395,0.950793660700782,1.44511552477958,1.46410593482152
ENER_COA,All,2012,1.11781333126341,1.29036424331052,1.18137014870531,1.02298659538267,0.859543554782917,0.746664854529138,0.755981732408718,0.748174363321598,0.870865770908473,1.09345328913076,1.15143136178102,1.16135075447546
ENER_COA,All,2013,1.27176684774013,1.28811760324424,1.21814030352942,1.06201401456378,0.880925466626623,0.752262583985282,0.739174937775803,0.818960250362627,0.914276898268936,0.995202532827973,1.03853613035306,1.02062243072212
ENER_COA,All,2014,1.42573090693968,1.3536275876054,1.3220609703857,1.12879508775437,0.877133055875044,0.630992569802627,0.432151353866959,0.570275534268644,0.8921433264653,1.06235459101636,1.13210325182299,1.17263176419692
ENER_COA,All,2015,1.55363287284773,1.61374448997066,1.50390348854383,1.16839400327605,0.798864570824,0.709400137983234,0.713213446665527,0.598806230598313,0.724270938432296,0.971451679213983,0.914782477020238,0.72953566462415
ENER_COA,All,2016,1.9760545751942,2.17538371502569,1.7504333985361,0.738435616447415,0.410255266138971,0.576391152988036,0.335319044309573,0.225698348774544,0.411895704360446,0.816899528075716,1.32480733346493,1.25842631668438
ENER_COA,All,2017,2.70593139565673,2.11073131197916,0.92819151126644,0.159363785849163,0.302128521266484,0.275771294938244,0.146315917841043,0.420320852016761,0.402069456177258,0.696265609553956,1.70620976792049,2.14670057553427
ENER_COA,All,2018,1.09112840845143,2.36257224165537,2.69248499363108,0.658416190368679,0,0.396104441586197,0,0.410458895181077,0.825500726746613,0.811408910646122,1.69295184662169,1.05897334511175
ENER_COA,All,2019,3.49095326927103,1.53675504608751,0.812742070228441,0.463606597066306,0.146417652265627,0.0471325958439437,0.12076660585301,0.332706172194711,0.350763076370366,0.82600746391736,1.82112664495239,2.05102280594931
ENER_COG,All,0,1.23147926411252,1.20438521220665,1.12785459718323,0.964546820431419,0.875684503361128,0.881419181450393,0.845794541162965,0.814006488178771,0.866137893619104,1.01319804632572,1.12630003404624,1.04919341792188
ENER_COG,All,2011,1.23501119486696,1.17665040068116,1.09835754777385,0.89768485040007,0.839600125233447,0.891299505776814,0.853359794516276,0.885317453972152,0.93429202807549,1.0037291763737,1.12927599526303,1.05542192706705
ENER_COG,All,2012,1.11805172654601,1.2558623049571,1.10882919998392,0.997948276401195,0.931955337830133,0.866020900285017,0.872002636244558,0.80279920301928,0.828662531848173,1.030368621422,1.11276809704042,1.07473116442219
ENER_COG,All,2013,1.19383256772434,1.24899973859995,1.21618929501707,1.01119150756547,0.915142221975638,0.9095361445039,0.821273606465219,0.821648946461556,0.872404420657757,0.949550073466349,1.06107340397559,0.979158073587166
ENER_COG,All,2014,1.14701615439137,1.11017634182381,1.09910949275203,0.949230210649992,0.892118415375888,0.919272771571649,0.833135770451727,0.855793401801426,0.974070556199802,1.0602332329365,1.12357111948566,1.03627253256015
ENER_COG,All,2015,1.21587155552402,1.29593084783396,1.19740073930112,0.99013603031437,0.868722675778262,0.873739422967916,0.863169663779453,0.835311489416048,0.937415279061576,1.05449940779947,1.00362934954945,0.864173538674354
ENER_COG,All,2016,1.12484689974426,1.12266954939105,1.15282705828128,0.971872127873142,0.831676559157121,0.867961732750564,0.806031176588747,0.748457538533028,0.86570099887288,1.08929614384819,1.24415363582618,1.17450657913357
ENER_COG,All,2017,1.5107283396696,1.19555496786595,1.0234745825341,0.89331277831336,0.829344523347565,0.780978766814791,0.729265111238893,0.771134221206768,0.807105317090367,0.964098175061967,1.23781865614101,1.25718456071563
ENER_COG,All,2018,1.21354781361019,1.31098288496289,1.25564092608401,1.00021409472338,0.810990369067341,0.86847401644001,0.907259188878666,0.775727600926417,0.751407992472696,0.944994579057903,1.09418774342122,1.06657279035528
ENER_COG,All,2019,1.4786587570442,1.10301731229295,0.962906626292549,0.982220069864648,0.943195444943138,0.93847032713955,0.943588521705773,0.769836272729352,0.73125299063577,1.01929642159348,1.16980962803984,0.957747627718748
ENER_GAS,All,0,1.11687829197985,1.04639380027461,1.00465804473814,0.969094146561847,0.960060076208695,1.00533857729295,1.003929973419,0.914258320169146,0.904892551434526,1.02731507871384,1.07964644792528,0.967534691282112
ENER_GAS,All,2011,1.14437125202968,1.04443943432292,0.98426481709289,1.03029643803306,1.02163136579943,0.993001455469411,1.04261327892665,1.04524159986589,1.05658672473692,1.0405426933637,0.876441532977256,0.720569407382188
ENER_GAS,All,2012,1.12048209062554,1.19158081270841,0.993785294175301,0.957089519701793,1.04966003440455,1.06690045422126,1.0600731841069,0.893712964416434,0.763728340528211,0.922916623983899,1.04798284324046,0.932087837887241
ENER_GAS,All,2013,1.07295886318291,1.18543967586409,1.21131414282667,0.932002864658521,0.969048454990464,1.15790495927828,0.952130159427533,0.823970206822767,0.806885175087558,0.879140387553751,1.092977041361,0.916228068946451
ENER_GAS,All,2014,0.835060019996562,0.840010821315815,0.847094990942312,0.749876823905538,0.91005927845385,1.23872720019365,1.2837049944332,1.17581513405576,1.06396552773542,1.05875095109457,1.11259312798804,0.88434112988528
ENER_GAS,All,2015,0.91898276968851,1.00944789115888,0.925256422038316,0.837484506748337,0.92987442499727,1.01557266599961,0.998345383084813,1.04627599744992,1.1247466304395,1.12802537208251,1.0818298675765,0.984158068735837
ENER_GAS,All,2016,0.936704884132359,0.89147160949135,1.01828939906931,1.02447820027729,0.926615332051714,0.930124966614946,0.910196852427754,0.864739613537675,0.966030682466356,1.14994646136413,1.2245195973559,1.15688240121122
ENER_GAS,All,2017,1.30320046590544,1.03620300519826,1.03983906041235,1.02217083049406,0.920048786799482,0.868078731950748,0.832140561876822,0.830425668593075,0.877772389667896,1.01289275300588,1.15352374835733,1.10370399773866
ENER_GAS,All,2018,1.2274047922895,1.16379901220305,1.05558882234687,1.04488838951544,0.932242055871058,0.931022718245156,1.04622729265644,0.823787241904703,0.739084688846777,0.961428966788404,1.00946943303432,1.06505658629827
ENER_GAS,All,2019,1.36869079643731,1.09193965624003,0.966505432970535,1.00695505192631,0.986385339644758,0.983514031338306,0.988982553508859,0.786899932595759,0.753338790164039,1.03734856094737,1.12424638429033,0.905193469936404
ENER_OTH,All,0,1.10925541218519,1.08633492038354,1.06062522609183,1.03147014372767,1.00007791744155,0.970308201495951,0.948235069628759,0.93772998015633,0.939004330715139,0.950916634985233,0.970990714273795,0.995051448915002
ENER_OTH,All,2011,1,1,1,1,1,1,1,1,1,1,1,1
ENER_OTH,All,2012,0.359393030064791,0.366063306748659,0.364428017658346,0.381443468123015,0.449250784442333,0.584451625629075,0.792566932912536,1.06602120065196,1.38779890335887,1.73446635175676,2.08418575359952,2.42993062505413
ENER_OTH,All,2013,1.31052209373014,1.31317933395208,1.3707599595552,1.43732929861091,1.44295612657738,1.27041019838123,0.855409630126979,0.384940658505727,0.144388788687361,0.279376653837189,0.76032141758495,1.43040584045086
ENER_OTH,All,2014,0.884882638965561,0.906618526553209,0.928264333169868,0.94963923788712,0.970632740881865,0.991255746388034,1.01155427029172,1.03161818935267,1.05157117582043,1.07147948352854,1.09133717966494,1.11114647749604
ENER_OTH,All,2015,0.702250579537493,0.744611128921561,0.758543846426306,0.745327530652711,0.725972401157845,0.733113741017006,0.83029908358899,1.0303552013656,1.24451873615397,1.40892224443404,1.51406564233882,1.56201986440565
ENER_OTH,All,2016,1.23090441545632,1.22751957728946,1.22413002478059,1.19191941936293,1.09642572058031,0.914076338026629,0.729880950791062,0.667129867281799,0.703709507320395,0.801713959661691,0.986560232344976,1.22602998710383
ENER_OTH,All,2017,1.4927963837486,1.45867871525874,1.37880366417049,1.30303823273754,1.21814433643201,1.16334224462974,1.17504038101243,1.10609128298876,0.877843160613396,0.56650491245312,0.258049691581319,0.00166699437385542
ENER_OTH,All,2018,1.14320228974292,1.11898974910835,1.09458577275614,1.06967290846699,1.04398922270268,1.01749587918006,0.990326603879593,0.962534411701495,0.93400327517408,0.904760340335528,0.875106813081452,0.845332733870719
ENER_OTH,All,2019,0.470517918046459,0.565922605225054,0.661411666466646,0.757105431758108,0.853145184033838,0.949628425644409,1.04654329643818,1.14379906362067,1.24131133793522,1.33901877823285,1.43685320456117,1.53474308803741
INDU_EXT_PAG,All,0,1.07555722187557,1.02653731767887,1.06200918818122,1.08820856220379,1.02377859591594,0.969241987054513,0.953596500231218,0.837237377871618,0.883444932817809,0.985949619818583,1.0188814744753,1.07555722187557
INDU_MAN_CAP,All,0,1.02335421678145,0.964077224785427,0.987390531526022,1.01255922280154,0.982885418171573,0.985935432673422,1.02851448905188,1.028808297166,1.0070091055314,0.975848626382103,0.980263218347748,1.02335421678145
INDU_MAN_CHE,All,0,0.933828522861742,0.982659208022645,1.04967193706049,1.02712982121388,0.999342447752713,1.02859887699794,1.00004330339652,0.984834460420997,1.01286756988393,1.04193911302762,1.00525621649981,0.933828522861742
INDU_MAN_FAB,All,0,0.987567557238616,0.941285608782436,0.982366283075962,0.997036269884111,0.978064475128816,0.992253650595929,0.993869456652318,0.990550344457542,1.01939898087371,1.066485417194,1.06355439887793,0.987567557238616
INDU_MAN_GEN,All,0,0.949759748706825,0.978307298217485,1.03761999095483,0.995518694672164,0.969046570173123,1.03060571444799,0.988118180159073,0.972327800945768,1.02246018384224,1.070962051804,1.03551401736969,0.949759748706825
INDU_MAN_IRO,All,0,0.955874361635232,0.995540101221356,1.04341441682928,1.0575377793244,1.05458564451764,1.03894343273143,0.9784394621971,0.934528928664432,0.981791700725277,1.02106869055449,0.982401119964151,0.955874361635232
INDU_MAN_MET,All,0,0.927659939221192,0.990981026655915,1.04947541695547,1.00047913258445,0.984022191221084,1.04727750100626,0.999330415110229,0.971549972897993,1.01476365759624,1.06461841661712,1.02218239091283,0.927659939221192
INDU_MAN_PAP,All,0,0.942768070741798,0.957634763307169,1.00183532017458,0.99040785298048,0.978918486073542,1.01152484027301,1.01495237533424,0.997369020725115,1.02693990152393,1.08212837245118,1.05275292567314,0.942768070741798
INDU_MAN_PET,All,0,0.96381551482377,0.999091004153534,1.03408656160493,1.02564409377257,1.00823071170206,1.01037930707053,0.999698630499433,0.988772725444517,1.00141793413216,1.01354672356384,0.991501278408887,0.96381551482377
INDU_MIN_GEN,All,0,1.04543851157299,1.02421389403764,1.06021934616448,1.07336157538185,1.02242212442681,0.98385479037419,0.96031977592845,0.86958291352928,0.906604242164382,0.991771003159079,1.01677331168784,1.04543851157299
INDU_PRO_GEN,All,0,0.986403113837878,1.00454018082447,1.04414280547401,1.00365243208454,0.969080331478571,1.00609663078794,0.972010184991963,0.951510486560345,0.995823473258399,1.04661184611569,1.03372540074832,0.986403113837878
MISC_ANY,All,0,1,1,1,1,1,1,1,1,1,1,1,1
OFFR_OTH,All,0,0.886070435113929,0.924848555075151,0.972012695027987,1.01028442698972,1.03307854696692,1.04286959895713,1.04144873895855,1.03302785896697,1.03141084696859,1.06456553893543,1.02049005497951,0.939892703060107
OFFS_OTH,All,0,1,1,1,1,1,1,1,1,1,1,1,1
RAIL_FRE,All,0,1.00000005477091,1.00000004481256,1.00000003485422,1.00000002489587,1.00000001493753,1.00000000497918,0.999999995020832,0.99999998506248,0.999999975104133,0.999999965145782,0.999999955187431,0.999999945229079
RAIL_PAS,All,0,0.966170626116526,0.972321421368354,0.978472216620181,0.984623011871953,0.990773807123632,0.996924602375167,1.00307539762651,1.00922619287766,1.01537698812867,1.02152778337958,1.02767857863045,1.03382937388131
ROAD_BUS_MOT,All,0,0.84540852,0.92242296,0.978933552,0.992686128,1.028692884,1.104207036,1.135212852,1.054447704,1.056198036,1.031943492,0.99618678,0.853660056
ROAD_BUS_RUR,All,0,0.9230577,0.971047704,1.006040412,0.968548224,1.022037072,1.103520096,1.062528636,0.96029994,1.06327848,1.022536968,1.026286188,0.87081858
ROAD_BUS_URB,All,0,0.961819656,0.98956446,1.006311312,0.976566888,0.994313568,1.038305316,1.010560524,0.951071676,1.031306628,1.038805224,1.052052744,0.949322004
ROAD_CAT_ALL,All,0,0.893466539106533,0.941190479058809,0.978626627021373,1.00448900299551,1.02006358697994,1.03535239096465,1.04864079495136,1.0524987229475,1.04392555095607,1.02663634697336,0.997773359002227,0.957336599042663
ROAD_CAT_MOT,All,0,0.869648063130352,0.933103079066897,0.965116415034883,1.00513309099487,1.01356517898643,1.03671767896328,1.06287143893713,1.09374143890626,1.05615435494385,1.03628893096371,0.983838503016161,0.943821827056178
ROAD_CAT_RUR,All,0,0.884765628884766,0.928210752928211,0.978801444978801,1.00938452500938,1.03153582903154,1.04797065704797,1.05826028505826,1.06397674906398,1.04654154104654,1.01981707301982,0.992520960992521,0.938214552938214
ROAD_CAT_URB,All,0,0.93682794,0.962263476,1.003560504,0.993700656,1.013277444,1.01956488,1.015135092,0.980839992,1.022994396,1.023994668,1.03113948,0.996701472
ROAD_CYC_ALL,All,0,0.615468048,0.700567332,0.868763556,1.080260304,1.273485732,1.33580844,1.351576836,1.243450692,1.197647256,0.956616048,0.756382452,0.619973304
ROAD_CYC_MOT,All,0,0.624611603375388,0.72470961527529,0.886367903113632,1.06379162293621,1.26448814273551,1.36058223463942,1.30953225469047,1.25122515474877,1.21644110278356,0.941922299058078,0.752236559247763,0.604091507395908
ROAD_CYC_RUR,All,0,0.505384428,0.59854746,0.816428748,1.107938892,1.383420984,1.436764332,1.454545452,1.35311796,1.256198352,0.915602304,0.657150012,0.514901076
ROAD_CYC_URB,All,0,0.694343088,0.769657416,0.901520052,1.058404056,1.185262416,1.244563068,1.2798432,1.151733768,1.14748014,1.005608952,0.845221956,0.716361888
ROAD_HGV_MOT,All,0,0.915188880915189,0.959891460959892,0.991026156991026,0.979314936979315,1.00402275700402,1.02473161302473,1.03515746503516,0.996596124996596,1.04572611704573,1.04701149704701,1.05101044905101,0.950322540950322
ROAD_HGV_RUR,All,0,0.897656916897657,0.958234116958234,0.996523476996524,0.984950952984951,1.00723878100724,1.03538432503538,1.04895704504896,1.02295456902295,1.06381560106382,1.0531002970531,1.03881321703881,0.892370700892371
ROAD_HGV_URB,All,0,0.902706696,0.962696688,1.002404364,0.97583736,0.995691192,1.033542024,1.047968196,0.997262364,1.059823368,1.059680532,1.057395192,0.904992024
ROAD_LGV_ALL,All,0,0.894093132,0.946848636,0.9753516,0.984602568,1.011605376,1.036107924,1.034107716,1.014605688,1.056110016,1.045608912,1.036858008,0.964100424
ROAD_LGV_MOT,All,0,0.87564594,0.937156188,0.956409396,0.987164532,1.007667948,1.031671944,1.04867478,1.058176368,1.068178032,1.05217536,1.022920488,0.954159024
ROAD_LGV_RUR,All,0,0.890738016,0.942788856,0.974781684,0.98652906,1.019021784,1.042016628,1.04276646,1.031269044,1.05401394,1.039267248,1.028269716,0.948537564
ROAD_LGV_URB,All,0,0.90944316,0.952440468,0.985938384,0.973189176,1.00118742,1.032185484,1.010436852,0.957690144,1.049434416,1.054434096,1.070183112,1.003437288
SHIP_CTP,All,0,0.865699685248513,0.86470673234147,0.932832059185927,1.00507612647739,1.08205260931257,1.16518477909104,1.15252854121578,1.07659534868223,1.03802308727548,0.980255378724993,0.910006612733083,0.927039039711528
SHIP_FIS,All,0,0.863783064709094,0.897062923701855,0.927257591054566,0.970721971718772,1.03589463522581,1.09498634090346,1.086226634201,1.01499042575566,0.983611631259262,1.01920519286626,1.05096888540774,1.05529070319652
SHIP_MIL,All,0,0.777168161157042,0.87618019888766,0.963972319704986,1.03151668219362,1.07026273303921,1.08009486923766,1.06826363199594,1.04771405317193,1.03506299485492,1.02898339791687,1.01785148426735,1.00292947357281
SHIP_MIS,All,0,0.812919700853011,0.814749261770805,0.820511275005724,0.998828257016152,1.22889755157348,1.28271387772917,1.21455165955837,1.11556264268917,1.01223967326626,0.950083064683064,0.908244366020949,0.840698669833838
SHIP_REC,All,0,0.121961410308527,0.203918211953138,0.122072898264367,0.713438834811603,1.19876219415618,1.69428075602052,2.72415789246451,2.60384012995462,1.3909585162037,0.671007645290844,0.377805736342989,0.177795774229008
SOLV_IND,All,0,0.913439086560913,0.926699073300927,0.976451023548977,1.02083897916102,1.02494297505703,1.05935894064106,1.04977095022905,1.02779897220103,1.05353894646105,1.03913896086104,0.973115026884973,0.934907065092935
SOLV_OTH,All,0,1,1,1,1,1,1,1,1,1,1,1,1
STAT_DOM_COA,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_DOM_GAS,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_DOM_OIL,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_DOM_OTH,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_DOM_SOL,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_DOM_WOO,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_PIC_COA,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_PIC_GAS,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
STAT_PIC_OIL,All,0,1.73923418515614,1.72529110177267,1.48995833807728,1.18513296191621,0.747642853909511,0.395222293856945,0.240667598814728,0.244057011173055,0.43176696068953,0.83440052501949,1.36670308776386,1.59992308185059
WAST_OTH,All,0,1,1,1,1,1,1,1,1,1,1,1,1
