Pollutant,Sector,wday,hour,coeff
NOx,4,4,15,1.08108107891892
NOx,4,5,15,1.08108107891892
NOx,4,6,15,1.08108107891892
NOx,4,7,15,1.08108107891892
NOx,4,1,16,1.02702703097297
NOx,4,2,16,1.02702703097297
NOx,4,3,16,1.02702703097297
NOx,4,4,16,1.02702703097297
NOx,4,5,16,1.02702703097297
NOx,4,6,16,1.02702703097297
NOx,4,7,16,1.02702703097297
NOx,4,1,17,1.02702703097297
NOx,4,2,17,1.02702703097297
NOx,4,3,17,1.02702703097297
NOx,4,4,17,1.02702703097297
NOx,4,5,17,1.02702703097297
NOx,4,6,17,1.02702703097297
NOx,4,7,17,1.02702703097297
NOx,4,1,18,0.972972983027027
NOx,4,2,18,0.972972983027027
NOx,4,3,18,0.972972983027027
NOx,4,4,18,0.972972983027027
NOx,4,5,18,0.972972983027027
NOx,4,6,18,0.972972983027027
NOx,4,7,18,0.972972983027027
NOx,4,1,19,0.972972983027027
NOx,4,2,19,0.972972983027027
NOx,4,3,19,0.972972983027027
NOx,4,4,19,0.972972983027027
NOx,4,5,19,0.972972983027027
NOx,4,6,19,0.972972983027027
NOx,4,7,19,0.972972983027027
NOx,4,1,20,0.918918911081081
NOx,4,2,20,0.918918911081081
NOx,4,3,20,0.918918911081081
NOx,4,4,20,0.918918911081081
NOx,4,5,20,0.918918911081081
NOx,4,6,20,0.918918911081081
NOx,4,7,20,0.918918911081081
NOx,4,1,21,0.918918911081081
NOx,4,2,21,0.918918911081081
NOx,4,3,21,0.918918911081081
NOx,4,4,21,0.918918911081081
NOx,4,5,21,0.918918911081081
NOx,4,6,21,0.918918911081081
NOx,4,7,21,0.918918911081081
NOx,4,1,22,0.864864863135135
NOx,4,2,22,0.864864863135135
NOx,4,3,22,0.864864863135135
NOx,4,4,22,0.864864863135135
NOx,4,5,22,0.864864863135135
NOx,4,6,22,0.864864863135135
NOx,4,7,22,0.864864863135135
NOx,4,1,23,0.864864863135135
NOx,4,2,23,0.864864863135135
NOx,4,3,23,0.864864863135135
NOx,4,4,23,0.864864863135135
NOx,4,5,23,0.864864863135135
NOx,4,6,23,0.864864863135135
NOx,4,7,23,0.864864863135135
NOx,5,1,0,0.939957797577733
NOx,5,2,0,0.939957797577733
NOx,5,3,0,0.939957797577733
NOx,5,4,0,0.939957797577733
NOx,5,5,0,0.939957797577733
NOx,5,6,0,0.939957797577733
NOx,5,7,0,0.939957797577733
NOx,5,1,1,0.955481635222498
NOx,5,2,1,0.955481635222498
NOx,5,3,1,0.955481635222498
NOx,5,4,1,0.955481635222498
NOx,5,5,1,0.955481635222498
NOx,5,6,1,0.955481635222498
NOx,5,7,1,0.955481635222498
NOx,5,1,2,0.955481635222498
NOx,5,2,2,0.955481635222498
NOx,5,3,2,0.955481635222498
NOx,5,4,2,0.955481635222498
NOx,5,5,2,0.955481635222498
NOx,5,6,2,0.955481635222498
NOx,5,7,2,0.955481635222498
NOx,5,1,3,0.971005479759848
NOx,5,2,3,0.971005479759848
NOx,5,3,3,0.971005479759848
NOx,5,4,3,0.971005479759848
NOx,5,5,3,0.971005479759848
NOx,5,6,3,0.971005479759848
NOx,5,7,3,0.971005479759848
NOx,5,1,4,0.971005479759848
NOx,5,2,4,0.971005479759848
NOx,5,3,4,0.971005479759848
NOx,5,4,4,0.971005479759848
NOx,5,5,4,0.971005479759848
NOx,5,6,4,0.971005479759848
NOx,5,7,4,0.971005479759848
NOx,5,1,5,1.00472869910331
NOx,5,2,5,1.00472869910331
NOx,5,3,5,1.00472869910331
NOx,5,4,5,1.00472869910331
NOx,5,5,5,1.00472869910331
NOx,5,6,5,1.00472869910331
NOx,5,7,5,1.00472869910331
NOx,5,1,6,1.00472869910331
NOx,5,2,6,1.00472869910331
NOx,5,3,6,1.00472869910331
NOx,5,4,6,1.00472869910331
NOx,5,5,6,1.00472869910331
NOx,5,6,6,1.00472869910331
NOx,5,7,6,1.00472869910331
NOx,5,1,7,1.03845190133936
NOx,5,2,7,1.03845190133936
NOx,5,3,7,1.03845190133936
NOx,5,4,7,1.03845190133936
NOx,5,5,7,1.03845190133936
NOx,5,6,7,1.03845190133936
NOx,5,7,7,1.03845190133936
NOx,5,1,8,1.03845190133936
NOx,5,2,8,1.03845190133936
NOx,5,3,8,1.03845190133936
NOx,5,4,8,1.03845190133936
NOx,5,5,8,1.03845190133936
NOx,5,6,8,1.03845190133936
NOx,5,7,8,1.03845190133936
NOx,5,1,9,1.03845190133936
NOx,5,2,9,1.03845190133936
NOx,5,3,9,1.03845190133936
NOx,5,4,9,1.03845190133936
NOx,5,5,9,1.03845190133936
NOx,5,6,9,1.03845190133936
NOx,5,7,9,1.03845190133936
NOx,5,1,10,1.03845190133936
NOx,5,2,10,1.03845190133936
NOx,5,3,10,1.03845190133936
NOx,5,4,10,1.03845190133936
NOx,5,5,10,1.03845190133936
NOx,5,6,10,1.03845190133936
NOx,5,7,10,1.03845190133936
NOx,5,1,11,1.03845190133936
NOx,5,2,11,1.03845190133936
NOx,5,3,11,1.03845190133936
NOx,5,4,11,1.03845190133936
NOx,5,5,11,1.03845190133936
NOx,5,6,11,1.03845190133936
NOx,5,7,11,1.03845190133936
NOx,5,1,12,1.03845190133936
NOx,5,2,12,1.03845190133936
NOx,5,3,12,1.03845190133936
NOx,5,4,12,1.03845190133936
NOx,5,5,12,1.03845190133936
NOx,5,6,12,1.03845190133936
NOx,5,7,12,1.03845190133936
NOx,5,1,13,1.03845190133936
NOx,5,2,13,1.03845190133936
NOx,5,3,13,1.03845190133936
NOx,5,4,13,1.03845190133936
NOx,5,5,13,1.03845190133936
NOx,5,6,13,1.03845190133936
NOx,5,7,13,1.03845190133936
NOx,5,1,14,1.03845190133936
NOx,5,2,14,1.03845190133936
NOx,5,3,14,1.03845190133936
NOx,5,4,14,1.03845190133936
NOx,5,5,14,1.03845190133936
NOx,5,6,14,1.03845190133936
NOx,5,7,14,1.03845190133936
NOx,5,1,15,1.03845190133936
NOx,5,2,15,1.03845190133936
NOx,5,3,15,1.03845190133936
NOx,5,4,15,1.03845190133936
NOx,5,5,15,1.03845190133936
NOx,5,6,15,1.03845190133936
NOx,5,7,15,1.03845190133936
NOx,5,1,16,1.02292806369459
NOx,5,2,16,1.02292806369459
NOx,5,3,16,1.02292806369459
NOx,5,4,16,1.02292806369459
NOx,5,5,16,1.02292806369459
NOx,5,6,16,1.02292806369459
NOx,5,7,16,1.02292806369459
NOx,5,1,17,1.02292806369459
NOx,5,2,17,1.02292806369459
NOx,5,3,17,1.02292806369459
NOx,5,4,17,1.02292806369459
NOx,5,5,17,1.02292806369459
NOx,5,6,17,1.02292806369459
NOx,5,7,17,1.02292806369459
NOx,5,1,18,1.00740422604983
NOx,5,2,18,1.00740422604983
NOx,5,3,18,1.00740422604983
NOx,5,4,18,1.00740422604983
NOx,5,5,18,1.00740422604983
NOx,5,6,18,1.00740422604983
NOx,5,7,18,1.00740422604983
NOx,5,1,19,0.989204861458545
NOx,5,2,19,0.989204861458545
NOx,5,3,19,0.989204861458545
NOx,5,4,19,0.989204861458545
NOx,5,5,19,0.989204861458545
NOx,5,6,19,0.989204861458545
NOx,5,7,19,0.989204861458545
NOx,5,1,20,0.973681016921195
NOx,5,2,20,0.973681016921195
NOx,5,3,20,0.973681016921195
NOx,5,4,20,0.973681016921195
NOx,5,5,20,0.973681016921195
NOx,5,6,20,0.973681016921195
NOx,5,7,20,0.973681016921195
NOx,5,1,21,0.955481635222498
NOx,5,2,21,0.955481635222498
NOx,5,3,21,0.955481635222498
NOx,5,4,21,0.955481635222498
NOx,5,5,21,0.955481635222498
NOx,5,6,21,0.955481635222498
NOx,5,7,21,0.955481635222498
NOx,5,1,22,0.939957797577733
NOx,5,2,22,0.939957797577733
NOx,5,3,22,0.939957797577733
NOx,5,4,22,0.939957797577733
NOx,5,5,22,0.939957797577733
NOx,5,6,22,0.939957797577733
NOx,5,7,22,0.939957797577733
NOx,5,1,23,0.939957797577733
NOx,5,2,23,0.939957797577733
NOx,5,3,23,0.939957797577733
NOx,5,4,23,0.939957797577733
NOx,5,5,23,0.939957797577733
NOx,5,6,23,0.939957797577733
NOx,5,7,23,0.939957797577733
NOx,6,1,0,0.499999993
NOx,6,2,0,0.499999993
NOx,6,3,0,0.499999993
NOx,6,4,0,0.499999993
NOx,6,5,0,0.499999993
NOx,6,6,0,0.7500000015
NOx,6,7,0,0.87499999375
NOx,6,1,1,0.3499999927
NOx,6,2,1,0.3499999927
NOx,6,3,1,0.3499999927
NOx,6,4,1,0.3499999927
NOx,6,5,1,0.3499999927
NOx,6,6,1,0.67500000135
NOx,6,7,1,0.837499993675
NOx,6,1,2,0.1999999924
NOx,6,2,2,0.1999999924
NOx,6,3,2,0.1999999924
NOx,6,4,2,0.1999999924
NOx,6,5,2,0.1999999924
NOx,6,6,2,0.6000000012
NOx,6,7,2,0.7999999936
NOx,6,1,3,0.1000000082
NOx,6,2,3,0.1000000082
NOx,6,3,3,0.1000000082
NOx,6,4,3,0.1000000082
NOx,6,5,3,0.1000000082
NOx,6,6,3,0.5500000091
NOx,6,7,3,0.77500000955
NOx,6,1,4,0.1000000082
NOx,6,2,4,0.1000000082
NOx,6,3,4,0.1000000082
NOx,6,4,4,0.1000000082
NOx,6,5,4,0.1000000082
NOx,6,6,4,0.5500000091
NOx,6,7,4,0.77500000955
NOx,6,1,5,0.1999999924
NOx,6,2,5,0.1999999924
NOx,6,3,5,0.1999999924
NOx,6,4,5,0.1999999924
NOx,6,5,5,0.1999999924
NOx,6,6,5,0.6000000012
NOx,6,7,5,0.7999999936
NOx,6,1,6,0.7500000015
NOx,6,2,6,0.7500000015
NOx,6,3,6,0.7500000015
NOx,6,4,6,0.7500000015
NOx,6,5,6,0.7500000015
NOx,6,6,6,0.87499999375
NOx,6,7,6,0.937500001875
NOx,6,1,7,1.2499999945
NOx,6,2,7,1.2499999945
NOx,6,3,7,1.2499999945
NOx,6,4,7,1.2499999945
NOx,6,5,7,1.2499999945
NOx,6,6,7,1.12500000225
NOx,6,7,7,1.062499994125
NOx,6,1,8,1.3999999948
NOx,6,2,8,1.3999999948
NOx,6,3,8,1.3999999948
NOx,6,4,8,1.3999999948
NOx,6,5,8,1.3999999948
NOx,6,6,8,1.2000000024
NOx,6,7,8,1.0999999942
NOx,6,1,9,1.500000003
NOx,6,2,9,1.500000003
NOx,6,3,9,1.500000003
NOx,6,4,9,1.500000003
NOx,6,5,9,1.500000003
NOx,6,6,9,1.2499999945
NOx,6,7,9,1.12500000225
NOx,6,1,10,1.500000003
NOx,6,2,10,1.500000003
NOx,6,3,10,1.500000003
NOx,6,4,10,1.500000003
NOx,6,5,10,1.500000003
NOx,6,6,10,1.2499999945
NOx,6,7,10,1.12500000225
NOx,6,1,11,1.500000003
NOx,6,2,11,1.500000003
NOx,6,3,11,1.500000003
NOx,6,4,11,1.500000003
NOx,6,5,11,1.500000003
NOx,6,6,11,1.2499999945
NOx,6,7,11,1.12500000225
NOx,6,1,12,1.500000003
NOx,6,2,12,1.500000003
NOx,6,3,12,1.500000003
NOx,6,4,12,1.500000003
NOx,6,5,12,1.500000003
NOx,6,6,12,1.2499999945
NOx,6,7,12,1.12500000225
NOx,6,1,13,1.500000003
NOx,6,2,13,1.500000003
NOx,6,3,13,1.500000003
NOx,6,4,13,1.500000003
NOx,6,5,13,1.500000003
NOx,6,6,13,1.2499999945
NOx,6,7,13,1.12500000225
NOx,6,1,14,1.500000003
NOx,6,2,14,1.500000003
NOx,6,3,14,1.500000003
NOx,6,4,14,1.500000003
NOx,6,5,14,1.500000003
NOx,6,6,14,1.2499999945
NOx,6,7,14,1.12500000225
NOx,6,1,15,1.500000003
NOx,6,2,15,1.500000003
NOx,6,3,15,1.500000003
NOx,6,4,15,1.500000003
NOx,6,5,15,1.500000003
NOx,6,6,15,1.2499999945
NOx,6,7,15,1.12500000225
NOx,6,1,16,1.500000003
NOx,6,2,16,1.500000003
NOx,6,3,16,1.500000003
NOx,6,4,16,1.500000003
NOx,6,5,16,1.500000003
NOx,6,6,16,1.2499999945
NOx,6,7,16,1.12500000225
NOx,6,1,17,1.3999999948
NOx,6,2,17,1.3999999948
NOx,6,3,17,1.3999999948
NOx,6,4,17,1.3999999948
NOx,6,5,17,1.3999999948
NOx,6,6,17,1.2000000024
NOx,6,7,17,1.0999999942
NOx,6,1,18,1.2499999945
NOx,6,2,18,1.2499999945
NOx,6,3,18,1.2499999945
NOx,6,4,18,1.2499999945
NOx,6,5,18,1.2499999945
NOx,6,6,18,1.12500000225
NOx,6,7,18,1.062499994125
NOx,6,1,19,1.0999999942
NOx,6,2,19,1.0999999942
NOx,6,3,19,1.0999999942
NOx,6,4,19,1.0999999942
NOx,6,5,19,1.0999999942
NOx,6,6,19,1.0500000021
NOx,6,7,19,1.02499999405
NOx,6,1,20,1.00000001
NOx,6,2,20,1.00000001
NOx,6,3,20,1.00000001
NOx,6,4,20,1.00000001
NOx,6,5,20,1.00000001
NOx,6,6,20,1.00000001
NOx,6,7,20,1.00000001
NOx,6,1,21,0.9000000018
NOx,6,2,21,0.9000000018
NOx,6,3,21,0.9000000018
NOx,6,4,21,0.9000000018
NOx,6,5,21,0.9000000018
NOx,6,6,21,0.9499999939
NOx,6,7,21,0.97500000195
NOx,6,1,22,0.7999999936
NOx,6,2,22,0.7999999936
NOx,6,3,22,0.7999999936
NOx,6,4,22,0.7999999936
NOx,6,5,22,0.7999999936
NOx,6,6,22,0.9000000018
NOx,6,7,22,0.9499999939
NOx,6,1,23,0.7000000094
NOx,6,2,23,0.7000000094
NOx,6,3,23,0.7000000094
NOx,6,4,23,0.7000000094
NOx,6,5,23,0.7000000094
NOx,6,6,23,0.8500000097
NOx,6,7,23,0.92500000985
NOx,7,1,0,0.111729721013843
NOx,7,2,0,0.111860007424543
NOx,7,3,0,0.117887455120434
NOx,7,4,0,0.1220378538012
NOx,7,5,0,0.135445662436729
NOx,7,6,0,0.273775678367131
NOx,7,7,0,0.334094611341752
NOx,7,1,1,0.0742313348246606
NOx,7,2,1,0.0793406894324774
NOx,7,3,1,0.0822245160179054
NOx,7,4,1,0.0839980855013497
NOx,7,5,1,0.0945622334145484
NOx,7,6,1,0.193003181727725
NOx,7,7,1,0.22302411254758
NOx,7,1,2,0.0647264977312269
NOx,7,2,2,0.071613031186322
NOx,7,3,2,0.0729733347770102
NOx,7,4,2,0.074639841376502
NOx,7,5,2,0.0821979104276882
NOx,7,6,2,0.154662810965312
NOx,7,7,2,0.161689895022489
NOx,7,1,3,0.0831400882457987
NOx,7,2,3,0.0856973090685617
NOx,7,3,3,0.0857505600910722
NOx,7,4,3,0.0877103963798905
NOx,7,5,3,0.0936319560771367
NOx,7,6,3,0.151180750679962
NOx,7,7,3,0.142634101179692
NOx,7,1,4,0.161948844460185
NOx,7,2,4,0.146518391760165
NOx,7,3,4,0.143831824504575
NOx,7,4,4,0.144875776308984
NOx,7,5,4,0.145279891079799
NOx,7,6,4,0.178337645189204
NOx,7,7,4,0.148246769904296
NOx,7,1,5,0.427301308922585
NOx,7,2,5,0.38836841177061
NOx,7,3,5,0.379191917461358
NOx,7,4,5,0.371991775691236
NOx,7,5,5,0.35279616930769
NOx,7,6,5,0.288840571609681
NOx,7,7,5,0.207857257234168
NOx,7,1,6,0.996760652428016
NOx,7,2,6,0.972097258074757
NOx,7,3,6,0.949165780530556
NOx,7,4,6,0.927063007928094
NOx,7,5,6,0.847957239941971
NOx,7,6,6,0.488557085696137
NOx,7,7,6,0.332598443060994
NOx,7,1,7,1.7646177890786
NOx,7,2,7,1.76305923888788
NOx,7,3,7,1.72996094300598
NOx,7,4,7,1.68720694896528
NOx,7,5,7,1.54175833565144
NOx,7,6,7,0.799195598662731
NOx,7,7,7,0.510845801216957
NOx,7,1,8,1.91642439423817
NOx,7,2,8,1.92587469847906
NOx,7,3,8,1.89812185136283
NOx,7,4,8,1.86638346536882
NOx,7,5,8,1.72259601846494
NOx,7,6,8,1.17707473953073
NOx,7,7,8,0.74128966673968
NOx,7,1,9,1.50664539652804
NOx,7,2,9,1.50992890117496
NOx,7,3,9,1.49388212318988
NOx,7,4,9,1.47937638002177
NOx,7,5,9,1.42304821469903
NOx,7,6,9,1.53650645915183
NOx,7,7,9,1.20869224965135
NOx,7,1,10,1.42517006082026
NOx,7,2,10,1.37968901512881
NOx,7,3,10,1.37048675348671
NOx,7,4,10,1.37475936776734
NOx,7,5,10,1.41995148578903
NOx,7,6,10,1.82253599933097
NOx,7,7,10,1.68156491293443
NOx,7,1,11,1.46653545764943
NOx,7,2,11,1.40352595273732
NOx,7,3,11,1.40533116308064
NOx,7,4,11,1.41142071039811
NOx,7,5,11,1.50579464692869
NOx,7,6,11,1.97066878912158
NOx,7,7,11,1.9606306083345
NOx,7,1,12,1.48504669421027
NOx,7,2,12,1.43441688139962
NOx,7,3,12,1.4409406480269
NOx,7,4,12,1.44920204129508
NOx,7,5,12,1.58156445616361
NOx,7,6,12,1.98636071220668
NOx,7,7,12,2.08803298418454
NOx,7,1,13,1.48719917597229
NOx,7,2,13,1.44882864179833
NOx,7,3,13,1.45701205892716
NOx,7,4,13,1.46490561565414
NOx,7,5,13,1.6104535527468
NOx,7,6,13,1.88338918672874
NOx,7,7,13,2.01302498413596
NOx,7,1,14,1.57079114204151
NOx,7,2,14,1.55087272502398
NOx,7,3,14,1.56360447434889
NOx,7,4,14,1.5646129630654
NOx,7,5,14,1.70186241718211
NOx,7,6,14,1.76747904083977
NOx,7,7,14,1.93416089542059
NOx,7,1,15,1.75690816560724
NOx,7,2,15,1.76519657612054
NOx,7,3,15,1.77567363942948
NOx,7,4,15,1.77027333381274
NOx,7,5,15,1.8589885213177
NOx,7,6,15,1.67470502228085
NOx,7,7,15,1.90328674200956
NOx,7,1,16,1.93299226040158
NOx,7,2,16,1.9576940812397
NOx,7,3,16,1.94893333312212
NOx,7,4,16,1.92827577444229
NOx,7,5,16,1.86823614566402
NOx,7,6,16,1.63678498577948
NOx,7,7,16,1.85545020672567
NOx,7,1,17,1.88695460801811
NOx,7,2,17,1.91995570861311
NOx,7,3,17,1.91250799195654
NOx,7,4,17,1.88839682295928
NOx,7,5,17,1.74160398963601
NOx,7,6,17,1.54681203775715
NOx,7,7,17,1.65441981776617
NOx,7,1,18,1.3843497704862
NOx,7,2,18,1.44559229732546
NOx,7,3,18,1.45595864331123
NOx,7,4,18,1.46247339534344
NOx,7,5,18,1.38247340517567
NOx,7,6,18,1.30870457758882
NOx,7,7,18,1.42924421981927
NOx,7,1,19,0.920539821028421
NOx,7,2,19,0.966509084611573
NOx,7,3,19,0.988111840123823
NOx,7,4,19,1.02103425035294
NOx,7,5,19,1.01313050562872
NOx,7,6,19,1.01287174182114
NOx,7,7,19,1.17249502778471
NOx,7,1,20,0.628261217647305
NOx,7,2,20,0.653205588548843
NOx,7,3,20,0.674923080631773
NOx,7,4,20,0.71007800135737
NOx,7,5,20,0.699482328493465
NOx,7,6,20,0.726675470800367
NOx,7,7,20,0.906226586848984
NOx,7,1,21,0.455070863765737
NOx,7,2,21,0.481142583472661
NOx,7,3,21,0.493449631065296
NOx,7,4,21,0.518155931654485
NOx,7,5,21,0.506802137444913
NOx,7,6,21,0.559967989167002
NOx,7,7,21,0.652184427771731
NOx,7,1,22,0.310235535766802
NOx,7,2,22,0.34172042072176
NOx,7,3,22,0.353332068561114
NOx,7,4,22,0.368211567329785
NOx,7,5,22,0.392470861865875
NOx,7,6,22,0.479106023892786
NOx,7,7,22,0.445146139545294
NOx,7,1,23,0.182419199113719
NOx,7,2,23,0.19729250599897
NOx,7,3,23,0.206744367866725
NOx,7,4,23,0.222916693224496
NOx,7,5,23,0.277911914462425
NOx,7,6,23,0.38280390110425
NOx,7,7,23,0.293159538819633
NOx,8,1,0,0.741441518335008
NOx,8,2,0,0.747759682323267
NOx,8,3,0,0.748949844861048
NOx,8,4,0,0.747838050367818
NOx,8,5,0,0.746492417283671
NOx,8,6,0,0.741114670585733
NOx,8,7,0,0.72824531731459
NOx,8,1,1,0.695723635701304
NOx,8,2,1,0.70363665999521
NOx,8,3,1,0.705250534117191
NOx,8,4,1,0.703938634758148
NOx,8,5,1,0.702756114253044
NOx,8,6,1,0.69799058172158
NOx,8,7,1,0.683948009108969
NOx,8,1,2,0.641346285712476
NOx,8,2,2,0.651433538646689
NOx,8,3,2,0.653628632092205
NOx,8,4,2,0.652214468004429
NOx,8,5,2,0.651324018062522
NOx,8,6,2,0.647014924628522
NOx,8,7,2,0.634210089878819
NOx,8,1,3,0.630193936214106
NOx,8,2,3,0.641184003893084
NOx,8,3,3,0.643619053183384
NOx,8,4,3,0.642250984351905
NOx,8,5,3,0.641744543074319
NOx,8,6,3,0.637829195834383
NOx,8,7,3,0.625363652819073
NOx,8,1,4,0.688484572193397
NOx,8,2,4,0.698144296593003
NOx,8,3,4,0.700274900592104
NOx,8,4,4,0.699243001824948
NOx,8,5,4,0.699109013860244
NOx,8,6,4,0.695742626590365
NOx,8,7,4,0.683688344217995
NOx,8,1,5,0.835153503678193
NOx,8,2,5,0.841160669165067
NOx,8,3,5,0.842427508074821
NOx,8,4,5,0.841889076031156
NOx,8,5,5,0.842009480109253
NOx,8,6,5,0.839555586727855
NOx,8,7,5,0.829475476510239
NOx,8,1,6,1.04560290675504
NOx,8,2,6,1.04591635532058
NOx,8,3,6,1.0458451147898
NOx,8,4,6,1.04585372096371
NOx,8,5,6,1.04603495755122
NOx,8,6,6,1.0450212591359
NOx,8,7,6,1.0396401684737
NOx,8,1,7,1.17673303448511
NOx,8,2,7,1.17129464078465
NOx,8,3,7,1.16990041120202
NOx,8,4,7,1.17041633431828
NOx,8,5,7,1.17060999107143
NOx,8,6,7,1.1713879912959
NOx,8,7,7,1.17249326851449
NOx,8,1,8,1.24949191710861
NOx,8,2,8,1.24079099480418
NOx,8,3,8,1.23871198198166
NOx,8,4,8,1.23960681842446
NOx,8,5,8,1.23998374174892
NOx,8,6,8,1.24261011290718
NOx,8,7,8,1.25032504876169
NOx,8,1,9,1.2464367757357
NOx,8,2,9,1.23787416962578
NOx,8,3,9,1.23595925819684
NOx,8,4,9,1.2370749458002
NOx,8,5,9,1.23786964766098
NOx,8,6,9,1.24208761478102
NOx,8,7,9,1.25506855545271
NOx,8,1,10,1.20629551081678
NOx,8,2,10,1.19964701884798
NOx,8,3,10,1.19831627674993
NOx,8,4,10,1.19955657602872
