Pollutant,Sector,wday,hour,coeff
NOx,8,5,10,1.20082594513368
NOx,8,6,10,1.20603661549507
NOx,8,7,10,1.22177962355584
NOx,8,1,11,1.16990480919179
NOx,8,2,11,1.16519368266155
NOx,8,3,11,1.16440856366047
NOx,8,4,11,1.16573833524682
NOx,8,5,11,1.16734727897201
NOx,8,6,11,1.17266918343103
NOx,8,7,11,1.18781196974957
NOx,8,1,12,1.15647533899976
NOx,8,2,12,1.15269259757733
NOx,8,3,12,1.152156174265
NOx,8,4,12,1.15353314456043
NOx,8,5,12,1.15520539951213
NOx,8,6,12,1.15996693772347
NOx,8,7,12,1.1724772140135
NOx,8,1,13,1.17481957184178
NOx,8,2,13,1.17027246165266
NOx,8,3,13,1.16952615001005
NOx,8,4,13,1.1708685058869
NOx,8,5,13,1.1722118182268
NOx,8,6,13,1.17618522681827
NOx,8,7,13,1.18639732069101
NOx,8,1,14,1.21982801823231
NOx,8,2,14,1.21294748167339
NOx,8,3,14,1.21157281245318
NOx,8,4,14,1.21278072147469
NOx,8,5,14,1.21344128134453
NOx,8,6,14,1.21670357958266
NOx,8,7,14,1.22619642927301
NOx,8,1,15,1.25733005408199
NOx,8,2,15,1.24835955603888
NOx,8,3,15,1.24640005573703
NOx,8,4,15,1.2474012142361
NOx,8,5,15,1.2473871914684
NOx,8,6,15,1.25002555187525
NOx,8,7,15,1.25925638662184
NOx,8,1,16,1.25211276481929
NOx,8,2,16,1.24317718190932
NOx,8,3,16,1.24115527241462
NOx,8,4,16,1.2419074520704
NOx,8,5,16,1.2415954108596
NOx,8,6,16,1.2436636436738
NOx,8,7,16,1.25175761948129
NOx,8,1,17,1.19938612501927
NOx,8,2,17,1.1928204892695
NOx,8,3,17,1.19131639943177
NOx,8,4,17,1.19177037821568
NOx,8,5,17,1.19150625802134
NOx,8,6,17,1.19295021979608
NOx,8,7,17,1.19871873975919
NOx,8,1,18,1.11399158182897
NOx,8,2,18,1.11126273941895
NOx,8,3,18,1.11064280613015
NOx,8,4,18,1.11071849016527
NOx,8,5,18,1.11056025316124
NOx,8,6,18,1.11116982453592
NOx,8,7,18,1.11376760430202
NOx,8,1,19,1.01462738426253
NOx,8,2,19,1.01620509863009
NOx,8,3,19,1.01658839189849
NOx,8,4,19,1.01621164537024
NOx,8,5,19,1.01600379404472
NOx,8,6,19,1.01551292936576
NOx,8,7,19,1.01453321686298
NOx,8,1,20,0.888670360695384
NOx,8,2,20,0.893708232089519
NOx,8,3,20,0.894883576202393
NOx,8,4,20,0.894093309370703
NOx,8,5,20,0.893693578580933
NOx,8,6,20,0.892070406363957
NOx,8,7,20,0.887787385099589
NOx,8,1,21,0.821099137772039
NOx,8,2,21,0.827475306971224
NOx,8,3,21,0.828911037243073
NOx,8,4,21,0.827870928250533
NOx,8,5,21,0.827192132421501
NOx,8,6,21,0.824674963986619
NOx,8,7,21,0.818032457805521
NOx,8,1,22,0.802611042370768
NOx,8,2,22,0.808682570038917
NOx,8,3,22,0.809967896663313
NOx,8,4,22,0.808833264253008
NOx,8,5,22,0.807867270297686
NOx,8,6,22,0.804680333475565
NOx,8,7,22,0.796311361959775
NOx,8,1,23,0.772240214148374
NOx,8,2,23,0.778360572069195
NOx,8,3,23,0.779587348049466
NOx,8,4,23,0.778390000025452
NOx,8,5,23,0.777228463279839
NOx,8,6,23,0.77333601966811
NOx,8,7,23,0.762714739772595
NOx,9,1,0,0.984241947559021
NOx,9,2,0,0.984241947559021
NOx,9,3,0,0.984241947559021
NOx,9,4,0,0.984241947559021
NOx,9,5,0,0.984241947559021
NOx,9,6,0,0.984241947559021
NOx,9,7,0,0.984241947559021
NOx,9,1,1,0.984241947559021
NOx,9,2,1,0.984241947559021
NOx,9,3,1,0.984241947559021
NOx,9,4,1,0.984241947559021
NOx,9,5,1,0.984241947559021
NOx,9,6,1,0.984241947559021
NOx,9,7,1,0.984241947559021
NOx,9,1,2,0.984241947559021
NOx,9,2,2,0.984241947559021
NOx,9,3,2,0.984241947559021
NOx,9,4,2,0.984241947559021
NOx,9,5,2,0.984241947559021
NOx,9,6,2,0.984241947559021
NOx,9,7,2,0.984241947559021
NOx,9,1,3,0.984241947559021
NOx,9,2,3,0.984241947559021
NOx,9,3,3,0.984241947559021
NOx,9,4,3,0.984241947559021
NOx,9,5,3,0.984241947559021
NOx,9,6,3,0.984241947559021
NOx,9,7,3,0.984241947559021
NOx,9,1,4,0.984241947559021
NOx,9,2,4,0.984241947559021
NOx,9,3,4,0.984241947559021
NOx,9,4,4,0.984241947559021
NOx,9,5,4,0.984241947559021
NOx,9,6,4,0.984241947559021
NOx,9,7,4,0.984241947559021
NOx,9,1,5,0.997748855092641
NOx,9,2,5,0.997748855092641
NOx,9,3,5,0.997748855092641
NOx,9,4,5,0.997748855092641
NOx,9,5,5,0.997748855092641
NOx,9,6,5,0.997748855092641
NOx,9,7,5,0.997748855092641
NOx,9,1,6,0.997748855092641
NOx,9,2,6,0.997748855092641
NOx,9,3,6,0.997748855092641
NOx,9,4,6,0.997748855092641
NOx,9,5,6,0.997748855092641
NOx,9,6,6,0.997748855092641
NOx,9,7,6,0.997748855092641
NOx,9,1,7,1.01125574992977
NOx,9,2,7,1.01125574992977
NOx,9,3,7,1.01125574992977
NOx,9,4,7,1.01125574992977
NOx,9,5,7,1.01125574992977
NOx,9,6,7,1.01125574992977
NOx,9,7,7,1.01125574992977
NOx,9,1,8,1.01125574992977
NOx,9,2,8,1.01125574992977
NOx,9,3,8,1.01125574992977
NOx,9,4,8,1.01125574992977
NOx,9,5,8,1.01125574992977
NOx,9,6,8,1.01125574992977
NOx,9,7,8,1.01125574992977
NOx,9,1,9,1.01125574992977
NOx,9,2,9,1.01125574992977
NOx,9,3,9,1.01125574992977
NOx,9,4,9,1.01125574992977
NOx,9,5,9,1.01125574992977
NOx,9,6,9,1.01125574992977
NOx,9,7,9,1.01125574992977
NOx,9,1,10,1.01125574992977
NOx,9,2,10,1.01125574992977
NOx,9,3,10,1.01125574992977
NOx,9,4,10,1.01125574992977
NOx,9,5,10,1.01125574992977
NOx,9,6,10,1.01125574992977
NOx,9,7,10,1.01125574992977
NOx,9,1,11,1.01125574992977
NOx,9,2,11,1.01125574992977
NOx,9,3,11,1.01125574992977
NOx,9,4,11,1.01125574992977
NOx,9,5,11,1.01125574992977
NOx,9,6,11,1.01125574992977
NOx,9,7,11,1.01125574992977
NOx,9,1,12,1.01125574992977
NOx,9,2,12,1.01125574992977
NOx,9,3,12,1.01125574992977
NOx,9,4,12,1.01125574992977
NOx,9,5,12,1.01125574992977
NOx,9,6,12,1.01125574992977
NOx,9,7,12,1.01125574992977
NOx,9,1,13,1.01125574992977
NOx,9,2,13,1.01125574992977
NOx,9,3,13,1.01125574992977
NOx,9,4,13,1.01125574992977
NOx,9,5,13,1.01125574992977
NOx,9,6,13,1.01125574992977
NOx,9,7,13,1.01125574992977
NOx,9,1,14,1.01125574992977
NOx,9,2,14,1.01125574992977
NOx,9,3,14,1.01125574992977
NOx,9,4,14,1.01125574992977
NOx,9,5,14,1.01125574992977
NOx,9,6,14,1.01125574992977
NOx,9,7,14,1.01125574992977
NOx,9,1,15,1.01125574992977
NOx,9,2,15,1.01125574992977
NOx,9,3,15,1.01125574992977
NOx,9,4,15,1.01125574992977
NOx,9,5,15,1.01125574992977
NOx,9,6,15,1.01125574992977
NOx,9,7,15,1.01125574992977
NOx,9,1,16,1.01125574992977
NOx,9,2,16,1.01125574992977
NOx,9,3,16,1.01125574992977
NOx,9,4,16,1.01125574992977
NOx,9,5,16,1.01125574992977
NOx,9,6,16,1.01125574992977
NOx,9,7,16,1.01125574992977
NOx,9,1,17,1.01125574992977
NOx,9,2,17,1.01125574992977
NOx,9,3,17,1.01125574992977
NOx,9,4,17,1.01125574992977
NOx,9,5,17,1.01125574992977
NOx,9,6,17,1.01125574992977
NOx,9,7,17,1.01125574992977
NOx,9,1,18,1.01125574992977
NOx,9,2,18,1.01125574992977
NOx,9,3,18,1.01125574992977
NOx,9,4,18,1.01125574992977
NOx,9,5,18,1.01125574992977
NOx,9,6,18,1.01125574992977
NOx,9,7,18,1.01125574992977
NOx,9,1,19,0.997748855092641
NOx,9,2,19,0.997748855092641
NOx,9,3,19,0.997748855092641
NOx,9,4,19,0.997748855092641
NOx,9,5,19,0.997748855092641
NOx,9,6,19,0.997748855092641
NOx,9,7,19,0.997748855092641
NOx,9,1,20,0.997748855092641
NOx,9,2,20,0.997748855092641
NOx,9,3,20,0.997748855092641
NOx,9,4,20,0.997748855092641
NOx,9,5,20,0.997748855092641
NOx,9,6,20,0.997748855092641
NOx,9,7,20,0.997748855092641
NOx,9,1,21,0.984241947559021
NOx,9,2,21,0.984241947559021
NOx,9,3,21,0.984241947559021
NOx,9,4,21,0.984241947559021
NOx,9,5,21,0.984241947559021
NOx,9,6,21,0.984241947559021
NOx,9,7,21,0.984241947559021
NOx,9,1,22,0.984241947559021
NOx,9,2,22,0.984241947559021
NOx,9,3,22,0.984241947559021
NOx,9,4,22,0.984241947559021
NOx,9,5,22,0.984241947559021
NOx,9,6,22,0.984241947559021
NOx,9,7,22,0.984241947559021
NOx,9,1,23,0.984241947559021
NOx,9,2,23,0.984241947559021
NOx,9,3,23,0.984241947559021
NOx,9,4,23,0.984241947559021
NOx,9,5,23,0.984241947559021
NOx,9,6,23,0.984241947559021
NOx,9,7,23,0.984241947559021
NOx,10,1,0,0.59627328178882
NOx,10,2,0,0.59627328178882
NOx,10,3,0,0.59627328178882
NOx,10,4,0,0.59627328178882
NOx,10,5,0,0.59627328178882
NOx,10,6,0,0.797507784797508
NOx,10,7,0,0.898595950202808
NOx,10,1,1,0.59627328178882
NOx,10,2,1,0.59627328178882
NOx,10,3,1,0.59627328178882
NOx,10,4,1,0.59627328178882
NOx,10,5,1,0.59627328178882
NOx,10,6,1,0.797507784797508
NOx,10,7,1,0.898595950202808
NOx,10,1,2,0.59627328178882
NOx,10,2,2,0.59627328178882
NOx,10,3,2,0.59627328178882
NOx,10,4,2,0.59627328178882
NOx,10,5,2,0.59627328178882
NOx,10,6,2,0.797507784797508
NOx,10,7,2,0.898595950202808
NOx,10,1,3,0.59627328178882
NOx,10,2,3,0.59627328178882
NOx,10,3,3,0.59627328178882
NOx,10,4,3,0.59627328178882
NOx,10,5,3,0.59627328178882
NOx,10,6,3,0.797507784797508
NOx,10,7,3,0.898595950202808
NOx,10,1,4,0.59627328178882
NOx,10,2,4,0.59627328178882
NOx,10,3,4,0.59627328178882
NOx,10,4,4,0.59627328178882
NOx,10,5,4,0.59627328178882
NOx,10,6,4,0.797507784797508
NOx,10,7,4,0.898595950202808
NOx,10,1,5,0.645962737937888
NOx,10,2,5,0.645962737937888
NOx,10,3,5,0.645962737937888
NOx,10,4,5,0.645962737937888
NOx,10,5,5,0.645962737937888
NOx,10,6,5,0.82242991282243
NOx,10,7,5,0.911076430177847
NOx,10,1,6,0.745341626236025
NOx,10,2,6,0.745341626236025
NOx,10,3,6,0.745341626236025
NOx,10,4,6,0.745341626236025
NOx,10,5,6,0.745341626236025
NOx,10,6,6,0.872274144872274
NOx,10,7,6,0.936037438127926
NOx,10,1,7,0.894409946683231
NOx,10,2,7,0.894409946683231
NOx,10,3,7,0.894409946683231
NOx,10,4,7,0.894409946683231
NOx,10,5,7,0.894409946683231
NOx,10,6,7,0.947040504947041
NOx,10,7,7,0.973478926053042
NOx,10,1,8,1.0931676992795
NOx,10,2,8,1.0931676992795
NOx,10,3,8,1.0931676992795
NOx,10,4,8,1.0931676992795
NOx,10,5,8,1.0931676992795
NOx,10,6,8,1.04672896904673
NOx,10,7,8,1.0234009419532
NOx,10,1,9,1.34161490802484
NOx,10,2,9,1.34161490802484
NOx,10,3,9,1.34161490802484
NOx,10,4,9,1.34161490802484
NOx,10,5,9,1.34161490802484
NOx,10,6,9,1.17133956117134
NOx,10,7,9,1.08580343782839
NOx,10,1,10,1.44099379632298
NOx,10,2,10,1.44099379632298
NOx,10,3,10,1.44099379632298
NOx,10,4,10,1.44099379632298
NOx,10,5,10,1.44099379632298
NOx,10,6,10,1.22118379322118
NOx,10,7,10,1.11076442177847
NOx,10,1,11,1.59006211677019
NOx,10,2,11,1.59006211677019
NOx,10,3,11,1.59006211677019
NOx,10,4,11,1.59006211677019
NOx,10,5,11,1.59006211677019
NOx,10,6,11,1.29595015329595
NOx,10,7,11,1.14820593370359
NOx,10,1,12,1.78881986936646
NOx,10,2,12,1.78881986936646
NOx,10,3,12,1.78881986936646
NOx,10,4,12,1.78881986936646
NOx,10,5,12,1.78881986936646
NOx,10,6,12,1.39563864139564
NOx,10,7,12,1.19812792560374
NOx,10,1,13,1.73913043721739
NOx,10,2,13,1.73913043721739
NOx,10,3,13,1.73913043721739
NOx,10,4,13,1.73913043721739
NOx,10,5,13,1.73913043721739
NOx,10,6,13,1.37071651337072
NOx,10,7,13,1.18564742162871
NOx,10,1,14,1.68944100506832
NOx,10,2,14,1.68944100506832
NOx,10,3,14,1.68944100506832
NOx,10,4,14,1.68944100506832
NOx,10,5,14,1.68944100506832
NOx,10,6,14,1.34579438534579
NOx,10,7,14,1.17316691765367
NOx,10,1,15,1.54037268462112
NOx,10,2,15,1.54037268462112
NOx,10,3,15,1.54037268462112
NOx,10,4,15,1.54037268462112
NOx,10,5,15,1.54037268462112
NOx,10,6,15,1.27102804927103
NOx,10,7,15,1.13572542972855
NOx,10,1,16,1.34161490802484
NOx,10,2,16,1.34161490802484
NOx,10,3,16,1.34161490802484
NOx,10,4,16,1.34161490802484
NOx,10,5,16,1.34161490802484
NOx,10,6,16,1.17133956117134
NOx,10,7,16,1.08580343782839
NOx,10,1,17,1.0931676992795
NOx,10,2,17,1.0931676992795
NOx,10,3,17,1.0931676992795
NOx,10,4,17,1.0931676992795
NOx,10,5,17,1.0931676992795
NOx,10,6,17,1.04672896904673
NOx,10,7,17,1.0234009419532
NOx,10,1,18,0.894409946683231
NOx,10,2,18,0.894409946683231
NOx,10,3,18,0.894409946683231
NOx,10,4,18,0.894409946683231
NOx,10,5,18,0.894409946683231
NOx,10,6,18,0.947040504947041
NOx,10,7,18,0.973478926053042
NOx,10,1,19,0.745341626236025
NOx,10,2,19,0.745341626236025
NOx,10,3,19,0.745341626236025
NOx,10,4,19,0.745341626236025
NOx,10,5,19,0.745341626236025
NOx,10,6,19,0.872274144872274
NOx,10,7,19,0.936037438127926
NOx,10,1,20,0.645962737937888
NOx,10,2,20,0.645962737937888
NOx,10,3,20,0.645962737937888
NOx,10,4,20,0.645962737937888
NOx,10,5,20,0.645962737937888
NOx,10,6,20,0.82242991282243
NOx,10,7,20,0.911076430177847
NOx,10,1,21,0.59627328178882
NOx,10,2,21,0.59627328178882
NOx,10,3,21,0.59627328178882
NOx,10,4,21,0.59627328178882
NOx,10,5,21,0.59627328178882
NOx,10,6,21,0.797507784797508
NOx,10,7,21,0.898595950202808
NOx,10,1,22,0.59627328178882
NOx,10,2,22,0.59627328178882
NOx,10,3,22,0.59627328178882
NOx,10,4,22,0.59627328178882
NOx,10,5,22,0.59627328178882
NOx,10,6,22,0.797507784797508
NOx,10,7,22,0.898595950202808
NOx,10,1,23,0.59627328178882
NOx,10,2,23,0.59627328178882
NOx,10,3,23,0.59627328178882
NOx,10,4,23,0.59627328178882
NOx,10,5,23,0.59627328178882
NOx,10,6,23,0.797507784797508
NOx,10,7,23,0.898595950202808
NOx,11,1,0,0.800945354976698
NOx,11,2,0,0.800945354976698
NOx,11,3,0,0.800945354976698
NOx,11,4,0,0.800945354976698
NOx,11,5,0,0.800945354976698
NOx,11,6,0,0.900162624371988
NOx,11,7,0,0.950003439886911
NOx,11,1,1,0.800945354976698
NOx,11,2,1,0.800945354976698
NOx,11,3,1,0.800945354976698
NOx,11,4,1,0.800945354976698
NOx,11,5,1,0.800945354976698
NOx,11,6,1,0.900162624371988
NOx,11,7,1,0.950003439886911
NOx,11,1,2,0.800945354976698
NOx,11,2,2,0.800945354976698
NOx,11,3,2,0.800945354976698
NOx,11,4,2,0.800945354976698
NOx,11,5,2,0.800945354976698
NOx,11,6,2,0.900162624371988
NOx,11,7,2,0.950003439886911
NOx,11,1,3,0.800945354976698
NOx,11,2,3,0.800945354976698
NOx,11,3,3,0.800945354976698
NOx,11,4,3,0.800945354976698
NOx,11,5,3,0.800945354976698
NOx,11,6,3,0.900162624371988
NOx,11,7,3,0.950003439886911
NOx,11,1,4,0.800945354976698
NOx,11,2,4,0.800945354976698
NOx,11,3,4,0.800945354976698
NOx,11,4,4,0.800945354976698
NOx,11,5,4,0.800945354976698
NOx,11,6,4,0.900162624371988
NOx,11,7,4,0.950003439886911
NOx,11,1,5,0.825444395067425
NOx,11,2,5,0.825444395067425
NOx,11,3,5,0.825444395067425
NOx,11,4,5,0.825444395067425
NOx,11,5,5,0.825444395067425
NOx,11,6,5,0.912450305923525
NOx,11,7,5,0.956156853567728
NOx,11,1,6,0.874442463415849
NOx,11,2,6,0.874442463415849
NOx,11,3,6,0.874442463415849
NOx,11,4,6,0.874442463415849
NOx,11,5,6,0.874442463415849
NOx,11,6,6,0.937025657193566
NOx,11,7,6,0.968463704595426
NOx,11,1,7,0.947939560021968
NOx,11,2,7,0.947939560021968
NOx,11,3,7,0.947939560021968
NOx,11,4,7,0.947939560021968
NOx,11,5,7,0.947939560021968
NOx,11,6,7,0.973888690015145
NOx,11,7,7,0.986923969303941
NOx,11,1,8,1.04593568488578
NOx,11,2,8,1.04593568488578
NOx,11,3,8,1.04593568488578
NOx,11,4,8,1.04593568488578
NOx,11,5,8,1.04593568488578
NOx,11,6,8,1.02303939255523
NOx,11,7,8,1.01153767135934
NOx,11,1,9,1.16843084984032
NOx,11,2,9,1.16843084984032
NOx,11,3,9,1.16843084984032
NOx,11,4,9,1.16843084984032
NOx,11,5,9,1.16843084984032
NOx,11,6,9,1.08447777664685
NOx,11,7,9,1.04230478709555
NOx,11,1,10,1.21742891818875
NOx,11,2,10,1.21742891818875
NOx,11,3,10,1.21742891818875
NOx,11,4,10,1.21742891818875
NOx,11,5,10,1.21742891818875
NOx,11,6,10,1.10905312791689
NOx,11,7,10,1.05461162629022
NOx,11,1,11,1.29092601479487
NOx,11,2,11,1.29092601479487
NOx,11,3,11,1.29092601479487
NOx,11,4,11,1.29092601479487
NOx,11,5,11,1.29092601479487
NOx,11,6,11,1.14591616073847
NOx,11,7,11,1.07307190283177
NOx,11,1,12,1.38892213965868
NOx,11,2,12,1.38892213965868
NOx,11,3,12,1.38892213965868
NOx,11,4,12,1.38892213965868
NOx,11,5,12,1.38892213965868
NOx,11,6,12,1.19506687511159
NOx,11,7,12,1.09768559305413
NOx,11,1,13,1.36442311140098
NOx,11,2,13,1.36442311140098
NOx,11,3,13,1.36442311140098
NOx,11,4,13,1.36442311140098
NOx,11,5,13,1.36442311140098
NOx,11,6,13,1.18277919356005
NOx,11,7,13,1.09153216754028
NOx,11,1,14,1.33992408314329
NOx,11,2,14,1.33992408314329
NOx,11,3,14,1.33992408314329
NOx,11,4,14,1.33992408314329
NOx,11,5,14,1.33992408314329
NOx,11,6,14,1.17049151200851
NOx,11,7,14,1.08537874202643
NOx,11,1,15,1.26642698653717
NOx,11,2,15,1.26642698653717
NOx,11,3,15,1.26642698653717
NOx,11,4,15,1.26642698653717
NOx,11,5,15,1.26642698653717
NOx,11,6,15,1.13362849101997
NOx,11,7,15,1.06691847731792
NOx,11,1,16,1.16843084984032
NOx,11,2,16,1.16843084984032
NOx,11,3,16,1.16843084984032
NOx,11,4,16,1.16843084984032
NOx,11,5,16,1.16843084984032
NOx,11,6,16,1.08447777664685
NOx,11,7,16,1.04230478709555
NOx,11,1,17,1.04593568488578
NOx,11,2,17,1.04593568488578
NOx,11,3,17,1.04593568488578
NOx,11,4,17,1.04593568488578
NOx,11,5,17,1.04593568488578
NOx,11,6,17,1.02303939255523
NOx,11,7,17,1.01153767135934
NOx,11,1,18,0.947939560021968
NOx,11,2,18,0.947939560021968
NOx,11,3,18,0.947939560021968
NOx,11,4,18,0.947939560021968
NOx,11,5,18,0.947939560021968
NOx,11,6,18,0.973888690015145
NOx,11,7,18,0.986923969303941
NOx,11,1,19,0.874442463415849
NOx,11,2,19,0.874442463415849
NOx,11,3,19,0.874442463415849
NOx,11,4,19,0.874442463415849
NOx,11,5,19,0.874442463415849
NOx,11,6,19,0.937025657193566
NOx,11,7,19,0.968463704595426
NOx,11,1,20,0.825444395067425
NOx,11,2,20,0.825444395067425
NOx,11,3,20,0.825444395067425
NOx,11,4,20,0.825444395067425
NOx,11,5,20,0.825444395067425
NOx,11,6,20,0.912450305923525
NOx,11,7,20,0.956156853567728
NOx,11,1,21,0.800945354976698
NOx,11,2,21,0.800945354976698
NOx,11,3,21,0.800945354976698
NOx,11,4,21,0.800945354976698
NOx,11,5,21,0.800945354976698
NOx,11,6,21,0.900162624371988
NOx,11,7,21,0.950003439886911
NOx,11,1,22,0.800945354976698
NOx,11,2,22,0.800945354976698
NOx,11,3,22,0.800945354976698
NOx,11,4,22,0.800945354976698
NOx,11,5,22,0.800945354976698
NOx,11,6,22,0.900162624371988
NOx,11,7,22,0.950003439886911
NOx,11,1,23,0.800945354976698
NOx,11,2,23,0.800945354976698
NOx,11,3,23,0.800945354976698
NOx,11,4,23,0.800945354976698
NOx,11,5,23,0.800945354976698
NOx,11,6,23,0.900162624371988
NOx,11,7,23,0.950003439886911
